date,fwd_return_1d,fwd_return_3d,fwd_return_7d,reg_article_count,sentiment_index
2026-04-02,0.017950665746580663,0.036771715411999306,0.055051807025052524,0.0,-0.3973868787288666
2026-04-06,0.06857553575812281,0.039252583401257146,0.0811586019568371,0.0,-0.2649245858192444
